Pasal-Ayat,Isi
1334,"Barang yang baru ada pada waktu yang akan datang, dapat menjadi pokok suatu persetujuan. Akan tetapi seseorang tidak diperkenankan untuk melepaskan suatu warisan yang belum terbuka, ataupun untuk menentukan suatu syarat dalam perjanjian mengenai warisan itu, sekalipun dengan persetujuan orang yang akan meninggalkan warisan yang menjadi pokok persetujuan itu, hal ini tidak mengurangi ketentuan pasal-pasal 169, 176, dan 178."
1335,"Suatu persetujuan tanpa sebab, atau dibuat berdasarkan suatu sebab yang palsu atau yang terlarang, tidaklah mempunyai kekuatan."
1336,"Jika tidak dinyatakan suatu sebab, tetapi memang ada sebab yang tidak terlarang, atau jika ada sebab lain yang tidak terlarang selain dan yang dinyatakan itu, persetujuan itu adalah sah."
1337,"Suatu sebab adalah terlarang, jika sebab itu dilarang oleh undang-undang atau bila sebab itu bertentangan dengan kesusilaan atau dengan ketertiban umum"
1338,"Semua persetujuan yang dibuat sesuai dengan undang-undang berlaku sebagai undang-undang bagi mereka yang membuatnya. Persetujuan itu tidak dapat ditarik kembali selain dengan kesepakatan kedua belah pihak, atau karena alasan-alasan yang ditentukan oleh undang-undang. Persetujuan harus dilaksanakan dengan itikad baik."
1339,"Persetujuan tidak hanya mengikat apa yang dengan tegas ditentukan di dalamnya, melainkan juga segala sesuatu yang menurut sifatnya persetujuan dituntut berdasarkan keadilan, kebiasaan, atau undang-undang."
1340,"Persetujuan hanya berlaku antara pihak-pihak yang membuatnya. Persetujuan tidak dapat merugikan pihak ketiga, persetujuan tidak dapat memberi keuntungan kepada pihak ketiga selain dalam hal yang ditentukan dalam pasal 1317."
1341,"Meskipun demikian, kreditur boleh mengajukan tidak berlakunya segala tindakan yang tidak diwajibkan yang dilakukan oleh debitur, dengan nama apa pun juga yang merugikan kreditur, asal dibuktikan bahwa ketika tindakan tersebut dilakukan, debitur dan orang yang dengannya atau untuknya debitur itu bertindak, mengetahui bahwa tindakan itu mengakibatkan kerugian bagi para kreditur. Hak-hak yang diperoleh pihak ketiga dengan itikad baik atas barang-barang yang menjadi obyek dan tindakan yang tidak sah, harus dihormati. Untuk mengajukan batalnya tindakan yang dengan cuma-cuma dilakukan debitur, cukuplah kreditur menunjukkan bahwa pada waktu melakukan tindakan itu debitur mengetahui bahwa dengan cara demikian dia merugikan para kreditur, tak peduli apakah orang yang diuntungkan juga mengetahui hal itu atau tidak."
1342,"Jika kata-kata suatu persetujuan jelas, tidak diperkenankan menyimpang daripadanya dengan jalan penafsiran."
1343,"Jika kata-kata suatu persetujuan dapat diberi berbagai penafsiran, maka lebih baik diselidiki maksud kedua belah pihak yang membuat persetujuan itu, daripada dipegang teguh arti kata menurut huruf."
1344,"Jika suatu janji dapat diberi dua arti, maka janji itu harus dimengerti menurut arti yang memungkinkan janji itu dilaksanakan, bukan menurut arti yang tidak memungkinkan janji itu dilaksanakan."
1345,"Jika perkataan dapat diberi dua arti, maka harus dipilih arti yang paling sesuai dengan sifat persetujuan."
1346,Perikatan yang mempunyai dua arti harus diterangkan menurut kebiasaan di dalam negeri atau di tempat persetujuan dibuat.
1347,"Syarat-syarat yang selalu diperjanjikan menurut kebiasaan, harus dianggap telah termasuk dalam persetujuan, walaupun tidak dengan tegas dimasukkan dalam persetujuan."
1348,"Semua janji yang diberikan dalam satu persetujuan harus diartikan dalam hubungannya satu sama lain, tiap-tiap janji harus ditafsirkan dalam hubungannya dengan seluruh persetujuan."
1349,"Jika ada keragu-raguan, suatu persetujuan harus ditafsirkan atas kerugian orang diminta diadakan perjanjian dan atas keuntungan orang yang mengikatkan dirinya dalam perjanjian itu."
1350,"Betapa luas pun pengertian kata-kata yang digunakan untuk menyusun suatu persetujuan, persetujuan itu hanya meliputi hal-hal yang nyata-nyata dimaksudkan kedua belah pihak sewaktu membuat persetujuan."
1351,"Jika dalam suatu persetujuan dinyatakan suatu hal untuk menjelaskan perikatan, hal itu tidak dianggap mengurangi atau membatasi kekuatan persetujuan itu menurut hukum dalam hal-hal yang tidak disebut dalam persetujuan."
1352,"Perikatan yang lahir karena undang-undang, timbul dan undang-undang sebagai undang-undang atau dan undang-undang sebagai akibat perbuatan orang."
1353,"Perikatan yang lahir dan undang-undang sebagai akibat perbuatan orang, muncul dan suatu perbuatan yang sah atau dan perbuatan yang melanggar hukum."
1354,"Jika seseorang dengan sukarela tanpa ditugaskan, mewakili urusan orang lain, dengan atau tanpa setahu orang itu, maka ia secara diam-diam mengikatkan dirinya untuk meneruskan serta menyelesaikan urusan itu, hingga orang yang ia wakili kepentingannya dapat mengerjakan sendiri urusan itu. Ia harus membebani diri dengan segala sesuatu yang termasuk urusan itu. Ia juga harus menjalankan segala kewajiban yang harus ia pikul jika ia menerima kekuasaan yang dinyatakan secara tegas."
1355,"Ia diwajibkan meneruskan pengurusan itu, meskipun orang yang kepentingannya diurus olehnya meninggal sebelum urusan diselesaikan,sampai para ahli waris orang itu dapat mengambil alih pengurusan itu."
1356,"Dalam melakukan pengurusan itu, ia wajib bertindak sebagai seorang kepala rumah tangga yang bijaksana. Meskipun demikian Hakim berkuasa meringankan penggantian biaya, kerugian dan bunga yang disebabkan oleh kesalahan atau kelakuan orang yang mewakili pengurusan, tergantung pada keadaan yang menyebabkan pengurusan itu."
1357,"Pihak yang kepentingannya diwakili oleh orang lain dengan baik, diwajibkan memenuhi perikatanperikatan, yang dilakukan oleh wakil itu atas namanya, memberi ganti rugi dan bunga yang disebabkan oleh segala perikatan yang secara perorangan dibuat olehnya, dan mengganti segala pengeluaran yang berfaedah dan perlu."
1358,"Orang yang mewakili urusan orang lain tanpa mendapat perintah, tidak berhak atas suatu upah."
1359,"Tiap pembayaran mengandalkan adanya suatu utang, apa yang telah dibayar tanpa diwajibkan untuk itu, dapat dituntut kembali. Terhadap perikatan bebas, yang secara sukarela telah dipenuhi, tak dapat dilakukan penuntutan kembali."
1360,"Barangsiapa secara sadar atau tidak, menerima suatu yang tak harus dibayar kepadanya, wajib mengembalikannya kepada orang yang memberikannya."
1361,"Jika seseorang, karena khilaf mengira dirinya berutang, membayar suatu utang, maka ia berhak menuntut kembali apa yang telah d dibayar kepada kreditur. Walaupun demikian, hak itu hilang jika akibat pembayaran tersebut kreditur telah memusnahkan surat-surat pengakuan utang tanpa mengurangi hak orang yang telah membayar itu untuk menuntutnya kembali dan debitur yang sesungguhnya."
1362,"Barangsiapa dengan itikad buruk menerima suatu barang yang tidak harus dibayarkan kepadanya, wajib mengembalikannya dengan harga dan hasil-hasil, terhitung dari hari pembayaran, tanpa mengurangi penggantian biaya, kerugian dan bunga, jika barang itu telah menderita penyusutan. Jika barang itu musnah, meskipun hal itu terjadi di luar kesalahannya, ía wajib membayar harganya dan mengganti biaya, kerugian dan bunga, kecuali jika ia dapat membuktikan bahwa barang itu akan musnah juga seandainya berada pada orang yang seharusnya menerimanya."
1363,"Barangsiapa menjual suatu barang yang diterimanya dengan itikad baik, sebagai pembayaran yang diwajibkan, cukup memberikan kembali harganya. Jika Ia dengan itikad baik telah memberikan barang itu dengan cuma-cuma kepada orang lain, maka ía tak usah mengembalikan sesuatu apa pun."
1364,"Orang yang kepadanya barang yang bersangkutan dikembalikan, diwajibkan bahkan juga kepada orang yang dengan itikad baik telah memiliki barang itu, mengganti segala pengeluaran yang perlu dan telah dilakukan guna keselamatan barang itu. Orang yang menguasai barang itu berhak memegangnya dalam penguasaannya hingga pengeluaran-pengeluaran tersebut diganti."
1365,"Tiap perbuatan yang melanggar hukum dan membawa kerugian kepada orang lain, mewajibkan orang yang menimbulkan kerugian itu karena kesalahannya untuk menggantikan kerugian tersebut."
1366,"Setiap orang bertanggung jawab, bukan hanya atas kerugian yang disebabkan perbuatanperbuatan, melainkan juga atas kerugian yang disebabkan kelalaian atau kesembronoannya."
1367,"Seseorang tidak hanya bertanggung jawab, atas kerugian yang disebabkan perbuatannya sendiri, melainkan juga atas kerugian yang disebabkan perbuatan-perbuatan orang-orang yang menjadi tanggungannya atau disebabkan barang-barang yang berada di bawah pengawasannya. Orangtua dan wali bertanggung jawab atas kerugian yang disebabkan oleh anak-anak yang belum dewasa, yang tinggal pada mereka dan terhadap siapa mereka melakukan kekuasaan orangtua atau wali. Majikan dan orang yang mengangkat orang lain untuk mewakili urusan-urusan mereka, bertanggung jawab atas kerugian yang disebabkan oleh pelayan atau bawahan mereka dalam melakukan pekerjaan yang ditugaskan kepada orang-orang itu. Guru sekolah atau kepala tukang bertanggung jawab atas kerugian yang disebabkan oleh muridmuridnya atau tukang-tukangnya selama waktu orang-orang itu berada di bawah pengawasannya. Tanggung jawab yang disebutkan di atas berakhir, jika orangtua, guru sekolah atau kepala tukang itu membuktikan bahwa mereka masing-masing tidak dapat mencegah perbuatan itu atas mana meneka seharusnya bertanggung jawab."
1368,"Pemilik binatang, atau siapa yang memakainya, selama binatang itu dipakainya, bertanggung jawab atas kerugian yang disebabkan oleh binatang tersebut, baik binatang itu ada di bawah pengawasannya maupun binatang tersebut tersesat atau terlepas dan pengawasannya."
1369,"Pemilik sebuah gedung bertanggung jawab atas kerugian yang disebabkan oleh ambruknya gedung itu seluruhnya atau sebagian, jika itu terjadi karena kelalaian dalam pemeliharaan atau karena kekurangan dalam pembangunan ataupun dalam penataannya."
1370,"Dalam hal pembunuhan dengan sengaja atau kematian seseorang karena kurang hati-hatinya orang lain, suami atau istri yang ditinggalkan, anak atau orangtua korban yang lazimnya mendapat nafkah dan pekerjaan korban, berhak menuntut ganti rugi yang harus dinilai menurut kedudukan dan kekayaan kedua belah pihak, serta menurut keadaan."
1371,"Menyebabkan luka atau cacat anggota badan seseorang dengan sengaja atau karena kurang hatihati, memberi hak kepada korban selain untuk menuntut penggantian biaya pengobatan, juga untuk menuntut penggantian kerugian yang disebabkan oleh luka atau cacat badan tersebut. Juga penggantian kerugian ini dinilai menurut kedudukan dan kemampuan kedua belah pihak dan menurut keadaan. Ketentuan terakhir ini pada umumnya berlaku dalam hal menilai kerugian yang ditimbulkan oleh suatu kejahatan terhadap pribadi seseorang."
1372,"Tuntutan perdata tentang hal penghinaan diajukan untuk memperoleh penggantian kerugian serta pemulihan kehormatan dan nama baik. Dalam menilai satu sama lain, hakim harus memperhatikan kasar atau tidaknya penghinaan, begitu pula pangkat, kedudukan dan kemampuan kedua belah pihak dan keadaan."
1373,"Selain itu, orang yang dihina dapat menuntut pula supaya dalam putusan juga dinyatakan bahwa perbuatan yang telah dilakukan adalah perbuatan memfitnah. Jika ia menuntut supaya dinyatakan bahwa perbuatan itu adalah fitnah, maka berlakulah ketentuan-ketentuan dalam Pasal 314 Kitab Undang-undang Hukum Pidana tentang penuntutan perbuatan memfitnah. Jika diminta oleh pihak yang dihina, putusan akan ditempelkan di tempatkan di tempat umum, dalam jumlah sekian lembar dan tempat, sebagaimana diperintahkan oleh Hakim atas biaya si terhukum."
1374,"Tanpa mengurangi kewajibannya untuk memberikan ganti rugi, tergugat dapat mencegah pengabulan tuntutan yang disebutkan dalam pasal yang lalu dengan menawarkan dan sungguhsungguh melakukan di muka umum di hadapan Hakim suatu pernyataan yang berbunyi bahwa Ia menyesali perbuatan yang telah ía lakukan, bahwa Ia meminta maaf karenanya, dan menganggap orang yang dihina itu sebagai orang yang terhormat."
1375,"Tuntutan-tuntutan yang disebutkan dalam ketiga pasal yang lalu dapat juga diajukan oleh suami atau istri, orangtua, kakek nenek, anak dan cucu, karena penghinaan yang dilakukan terhadap istri atau suami, anak, cucu, orangtua dan kakek nenek mereka, setelah orang-orang yang bersangkutan meninggal."
1376,"Tuntutan perdata tentang penghinaan tidak dapat dikabulkan jika tidak ternyata adanya maksud untuk menghina. Maksud untuk menghina tidak dianggap ada, jika perbuatan termaksud nyatanyata dilakukan untuk kepentingan umum atau untuk pembelaan diri secara terpaksa."
1377,"Begitu pula tuntutan perdata itu tidak dapat dikabulkan, jika orang yang dihina itu dengan suatu putusan Hakim yang telah memperoleh kekuatan hukum yang pasti, telah dipersalahkan melakukan perbuatan yang dituduhkan kepadanya. Akan tetapi jika seseorang terus-menerus melancarkan penghinaan terhadap seseorang yang lain, dengan maksud semata-mata untuk menghina, juga setelah kebenaran tuduhan ternyata dan suatu putusan yang memperoleh kekuatan hukum yang pasti atau dan sepucuk akta otentik, maka ia diwajibkan memberikan kepada orang yang dihina tersebut penggantian kerugian yang dideritanya."
1378,"Segala tuntutan yang diatur dalam ketentuan keenam pasal yang lalu, gugur dengan pembebasan orang dinyatakan secara tegas atau diam-diam, jika setelah penghinaan terjadi dan diketahui oleh orang yang dihina, ia melakukan perbuatan-perbuatan yang menyatakan adanya perdamaian atau pengampuan, yang bertentangan dengan maksud untuk menuntut penggantian kerugian atau pemulihan kehormatan."
1379,"Hak untuk menuntut ganti rugi sebagaimana disebutkan dalam pasal 1372, tidak hilang dengan meninggalnya orang yang menghina ataupun orang yang dihina."
1380,"Tuntutan dalam perkara penghinaan gugur dengan lewatnya waktu satu tahun, terhitung mulai dari hari perbuatan termaksud dilakukan oleh tergugat dan diketahui oleh penggugat."
1381,"Perikatan hapus: karena pembayaran, karena penawaran pembayaran tunai, diikuti dengan penyimpanan atau penitipan, karena pembaruan utang, karena perjumpaan utang atau kompensasi, karena percampuran utang, karena pembebasan utang, karena musnahnya barang yang terutang, karena kebatalan atau pembatalan, karena berlakunya suatu syarat pembatalan, yang diatur dalam Bab I buku ini,dan karena lewat waktu, yang akan diatur dalam suatu bab sendiri"
1382,"Tiap perikatan dapat dipenuhi oleh siapa pun yang berkepentingan, seperti orang yang turut berutang atau penanggung utang. Suatu perikatan bahkan dapat dipenuhi oleh pihak ketiga yang tidak berkepentingan, asal pihak ketiga itu bertindak atas nama dan untuk melunasi utang debitur, atau asal ia tidak mengambil alih hak-hak kreditur sebagai pengganti jika ía bertindak atas namanya sendiri."
1383,"Suatu perikatan untuk berbuat sesuatu tidak dapat dipenuhi seorang pihak ketiga jika hal itu berlawanan dengan kehendak kreditur, yang mempunyai kepentingan supaya perbuatannya dilakukan sendiri oleh debitur."
1384,"Agar suatu pembayaran untuk melunasi suatu utang berlaku sah, orang yang melakukannya haruslah pemilik mutlak barang yang dibayarkan dan pula berkuasa untuk memindahtangankan barang itu. Meskipun demikian, pembayaran sejumlah uang atau suatu barang lain yang dapat dihabiskan, tak dapat diminta kembali dan seseorang yang dengan itikad baik telah menghabiskan barang yang telah dibayarkan itu, sekalipun pembayaran itu dilakukan oleh orang yang bukan pemiliknya atau orang yang tak cakap memindahtangankan barang itu."
